sentence1	sentence2	sem	syn	morph	lex
"Republicans had pledged to complete a Medicare drug package by August, then extended the deadline to Oct. 17, and they are still working on it."	"Republicans had pledged to complete a Medicare drug package by August, then extended it to Oct. 17."	4.75	0.761904762	0.972737936	0.622703865
"The index, which measures activity in the service sector, climbed to 50.7 last month from 47.9 in March."	"The Arizona-based ISM reported Monday that its non-manufacturing index rose to 50.7 last month, from 47.9 in March."	3.5	0.80952381	0.971643455	0.570737655
"Bush plans to meet with Israeli Prime Minister Ariel Sharon and the new Palestinian prime minister, Mahmoud Abbas, in the Jordanian port of Aqaba on Wednesday."	"On Wednesday next week, Mr Bush will meet Israeli Prime Minister Ariel Sharon and new Palestinian leader Mahmoud Abbas in Aqaba, Jordan."	5	0.708333333	0.98253513	0.613543528
"Unlike many early-stage Internet firms, Google is believed to be profitable."	The privately held Google is believed to be profitable.	3.6	0.761904762	0.95042956	0.518572754
"It is safe to assume the Senate is prepared to pass some form of cap, King said."	Its safe to assume the Senate is prepared to pass some form of a cap....The level of it is to be debated.	3	0.75	0.964751858	0.6
"And when asked if he felt regret or guilt about the attack his answer was an adamant ""no""."	"Asked if he felt any regret about theOctober 12 attack, the answer was an adamant ""no""."	3.8	0.823529412	0.962137042	0.713422068
"Another big gainer was Rambus Inc. (nasdaq: RMBS - news - people), which shot 32 percent higher."	"Rambus Inc. (nasdaq: RMBS - news - people) shot up 38 percent, making it the biggest percentage gainer on the Nasdaq."	3	0.764705882	0.961566322	0.615384615
Russ Britt is the Los Angeles Bureau Chief for CBS.MarketWatch.com.	Emily Church is London bureau chief of CBS.MarketWatch.com.	1.8	0.909090909	0.948052174	0.266912468
"If you pass this bill, Big Brother will be watching you, said Rep. John Mabry, D-Waco."	"If you pass this bill, Rep. John Mabry Jr., D-Waco, told colleagues, ""Big Brother will be watching you."""	4.8	0.722222222	0.988550721	0.76
"Douglas Robinson, a senior vice president of finance, will take over as chief financial officer on an interim basis."	"Douglas Robinson, CA senior vice president, finance, will fill the position in the interim."	3.8	0.787878788	0.953184919	0.489339524
Several states and the federal government later passed similar or more strict bans.	"Following California's lead, several states and the federal government passed similar or tougher bans."	4	0.714285714	0.980142567	0.588235294
"Still, he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East guidelines."	"Still, he noted that Miami must decide whether to seek A.C.C. membership by June 30 to adhere to Big East guidelines."	4.6	0.916666667	0.986944439	0.77218479
"Revenues for ""The Hulk"" came in well below those of last month's Marvel Comics adaptation, ""X2: X-Men United,"" which grossed $85.6 million in its opening weekend."	"The Hulk trailed last month's Marvel Comics adaptation, X2: X-Men United, which grossed $85.6-million in its opening weekend."	4.8	0.784313725	0.977056954	0.555986438
"Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m."	"On Monday, EchoStar (DISH: news, chart, profile) shares shrank $1.40, or 4.4 percent, to $30.63."	2	0.717948718	0.932270008	0.384615385
"The valid signatures of 897,158 registered California voters must be collected and turned in to county election officials by Sept. 2."	"To force a recall election of Davis, the valid signatures of 897,158 registered California voters must be turned in to election officials."	3.2	0.711111111	0.981014923	0.625
"The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday."	"Further out the curve, the benchmark 10-year note US10YT=RR shed 18/32 in price, taking its yield to 3.24 percent from 3.17 percent."	2.2	0.716981132	0.970767998	0.64
The MDC called the strike to force Mr Mugabe to either resign or negotiate a settlement of the Zimbabwe crisis.	The MDC called the week-long protest to urge Mugabe either to resign or to negotiate a settlement of the crisis gripping the country.	4	0.772727273	0.991678963	0.708333333
"Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion."	"The McLean, Virginia-based company said newspaper revenue increased 5 percent to $1.46 billion."	1.2	0.714285714	0.913275593	0.375
"In January 2000, notebooks represented less than 25 percent of sales volume."	"That compares with January 2000, when laptops represented less than 25 percent of sales volume, NPD said."	4	0.827586207	0.97004876	0.6
Argentine Guillermo Coria and Netherlander Martin Verkerk are in the other half.	The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling.	3	0.689655172	0.961739685	0.444444444
"What can I say to you? he told a crowd at a cemetery with a thousand headstones, many of them marking the graves of entire families."	"Mr. Powell told a crowd at a cemetery with a thousand headstones, many of them marking the graves of entire families."	2.8	0.893617021	0.98399127	0.703391711
"She had only a single condition, that the book not be published until her death."	"She insisted, though, that it not be published until after her death."	4.4	0.740740741	0.956197635	0.583448879
The findings are published in the November 6 edition of the journal Nature.	"Both studies are published on Thursday in Nature, the British weekly science journal."	2.6	0.769230769	0.930679506	0.466666667
"Median household income declined 1.1 percent between 2001 and 2002 to $42,409, after accounting for inflation."	"The same survey found the median household income rose by $51, when accounting for inflation, to $43,057."	1.4	0.777777778	0.908079025	0.409090909
"U.S. and European leaders pledged on Wednesday to work together to keep Iran from developing nuclear weapons, presenting a united front after months of bitter acrimony over Iraq."	"Bush said U.S. and European Union leaders, at an annual Washington summit, agreed on the need to keep Iran from developing nuclear weapons."	3.2	0.79245283	0.958886908	0.461679033
He left the army for Syria where he received religious training.	"He moved to Syria, where he underwent further religious training in traditional Islamic beliefs."	3	0.8	0.92284737	0.4375
"The meeting was scheduled to end Wednesday night, with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches."	"On Wednesday, attendees will vote on resolutions that express the Southern Baptist view on issues, but are not binding on individual churches."	3.273	0.775510204	0.97636756	0.579457776
But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act.	"But the inadequate performance of students in various subgroups, such as race, pushed the state onto the needs-improvement list under the federal No Child Left Behind Act."	4	0.76	0.985369243	0.666666667
"This led to the recovery of the 270-kilogram Cancuen altar, announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society."	"This led last month to the recovery of the 600-pound Cancun altar, Vanderbilt University in Nashville and the National Geographic Society announced Wednesday."	3.25	0.816326531	0.985874403	0.807063129
"In a not-too-subtle swipe at Dean, he predicted Americans would not elect a Democrat ""who sounds an uncertain trumpet in these dangerous times."""	"They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times."""	3.5	0.80952381	0.973235759	0.518175439
"The report forecasts there will be 71,079 hot spots worldwide this year, up from just 14,752 in 2002 and 1,214 in 2001."	"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002."	1.75	0.777777778	0.9466358	0.517241379
"A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did."	"Doctors concluded Erbitux, the cancer drug that enmeshed ImClone Systems in an insider trading scandal, worked just as well as an earlier company-sponsored study said it did."	2.7	0.754716981	0.97717441	0.6
"Her lawyer Donald Levine told The Telegraph she had been offered $US250,000 to tell her story exclusively to Australian TV."	"Mr Levine said she had been offered $400,000 to tell her story to an Australian TV network."	3.75	0.820512821	0.974807766	0.629218701
Perry has called lawmakers into two special sessions to address congressional redistricting.	Perry has since called two special legislative sessions to try force the redistricting plan through.	3.75	0.888888889	0.958273834	0.5625
AirTran officials and a Boeing official declined to comment yesterday.	"Trish York, a spokeswoman for Boeing, declined to comment on the deal."	4	0.727272727	0.9327653	0.4
"The lawsuit names Shelley, a Democrat, and registrars in Los Angeles, Orange and San Diego counties."	"The lawsuit named Secretary of State Kevin Shelley, a Democrat, and the registrars of voters in Los Angeles, Orange and San Diego counties."	4.2	0.717948718	0.984045518	0.703703704
